soru 4 - userID:190530 olan kişinin checkin yaptığı yerde checkin yapan userların checkin sayılarına göre sıralaması

UserId,Location,CheckinYapanUser,Count
(190530,(26646,(112087,4)))
(190530,(26646,(52606,4)))
(190530,(26646,(153202,4)))
(190530,(26646,(125073,3)))
(190530,(26646,(19566,3)))
(190530,(26646,(26483,3)))
(190530,(26646,(14725,3)))
(190530,(26646,(27804,3)))
(190530,(26646,(121012,3)))
(190530,(26646,(3598,3)))
(190530,(26646,(12777,3)))
(190530,(26646,(93337,3)))
(190530,(26646,(16530,3)))
(190530,(26646,(11423,3)))
(190530,(26646,(125458,3)))
(190530,(26646,(2035,3)))
(190530,(26646,(33319,3)))
(190530,(26646,(193936,3)))
(190530,(26646,(123803,3)))
(190530,(26646,(19524,3)))
(190530,(26646,(19164,3)))
(190530,(26646,(44791,2)))
(190530,(26646,(125,2)))
(190530,(26646,(9677,2)))
(190530,(26646,(18501,2)))
(190530,(26646,(573,2)))
(190530,(26646,(33417,2)))
(190530,(26646,(79197,2)))
(190530,(26646,(12328,2)))
(190530,(26646,(29372,2)))
(190530,(26646,(83687,2)))
(190530,(26646,(2781,2)))
(190530,(26646,(48055,2)))
(190530,(26646,(11030,2)))
(190530,(26646,(3205,2)))
(190530,(26646,(75311,2)))
(190530,(26646,(6030,2)))
(190530,(26646,(33504,2)))
(190530,(26646,(129161,2)))
(190530,(26646,(19208,2)))
(190530,(26646,(90905,2)))
(190530,(26646,(114817,2)))
(190530,(26646,(38398,2)))
(190530,(26646,(32233,2)))
(190530,(26646,(24409,2)))
(190530,(26646,(86620,2)))
(190530,(26646,(32955,2)))
(190530,(26646,(18188,2)))
(190530,(26646,(33900,2)))
(190530,(26646,(115,2)))
(190530,(26646,(1711,2)))
(190530,(26646,(8626,2)))
(190530,(26646,(24776,2)))
(190530,(26646,(430,2)))
(190530,(26646,(84935,2)))
(190530,(26646,(32969,2)))
(190530,(26646,(21969,2)))
(190530,(26646,(3427,2)))
(190530,(26646,(34871,2)))
(190530,(26646,(4844,2)))
(190530,(26646,(129133,2)))
(190530,(26646,(63774,2)))
(190530,(26646,(190530,2)))
(190530,(26646,(39846,2)))
(190530,(26646,(5676,2)))
(190530,(26646,(28549,2)))
(190530,(26646,(12790,2)))
(190530,(26646,(61528,2)))
(190530,(26646,(146,2)))
(190530,(26646,(18341,2)))
(190530,(26646,(86619,2)))
(190530,(26646,(33320,2)))
(190530,(26646,(5246,2)))
(190530,(26646,(33887,2)))
(190530,(26646,(23031,2)))
(190530,(26646,(3608,2)))
(190530,(26646,(3542,2)))
(190530,(26646,(50449,2)))
(190530,(26646,(2468,2)))
(190530,(26646,(72804,2)))
(190530,(26646,(90920,2)))
(190530,(26646,(17160,2)))
(190530,(26646,(73336,2)))
(190530,(26646,(2515,2)))
(190530,(26646,(13902,2)))
(190530,(26646,(100432,2)))
(190530,(26646,(71234,2)))
(190530,(26646,(78752,2)))
(190530,(26646,(45189,2)))
(190530,(26646,(11360,2)))
(190530,(26646,(7309,2)))
(190530,(26646,(75166,2)))
(190530,(26646,(103191,2)))
(190530,(26646,(44459,2)))
(190530,(26646,(94352,2)))
(190530,(26646,(5714,2)))
(190530,(26646,(33141,2)))
(190530,(26646,(137639,2)))
(190530,(26646,(43585,2)))
(190530,(26646,(55548,2)))
(190530,(26646,(54954,2)))
(190530,(26646,(119006,2)))
(190530,(26646,(16756,2)))
(190530,(26646,(128227,2)))
(190530,(26646,(90220,2)))
(190530,(26646,(27421,2)))
(190530,(26646,(48246,2)))
(190530,(26646,(129224,1)))
(190530,(26646,(3234,1)))
(190530,(26646,(1234,1)))
(190530,(26646,(129141,1)))
(190530,(26646,(2576,1)))
(190530,(26646,(18077,1)))
(190530,(26646,(123478,1)))
(190530,(26646,(59983,1)))
(190530,(26646,(85756,1)))
(190530,(26646,(51292,1)))
(190530,(26646,(137105,1)))
(190530,(26646,(22739,1)))
(190530,(26646,(43237,1)))
(190530,(26646,(71585,1)))
(190530,(26646,(32154,1)))
(190530,(26646,(180720,1)))
(190530,(26646,(90936,1)))
(190530,(26646,(2856,1)))
(190530,(26646,(20496,1)))
(190530,(26646,(191857,1)))
(190530,(26646,(12932,1)))
(190530,(26646,(11107,1)))
(190530,(26646,(101130,1)))
(190530,(26646,(48245,1)))
(190530,(26646,(9867,1)))
(190530,(26646,(370,1)))
(190530,(26646,(41447,1)))
(190530,(26646,(32320,1)))
(190530,(26646,(137106,1)))
(190530,(26646,(4068,1)))
(190530,(26646,(31659,1)))
(190530,(26646,(11213,1)))
(190530,(26646,(73653,1)))
(190530,(26646,(527,1)))
(190530,(26646,(64768,1)))
(190530,(26646,(32931,1)))
(190530,(26646,(109637,1)))
(190530,(26646,(10859,1)))
(190530,(26646,(123030,1)))
(190530,(26646,(123915,1)))
(190530,(26646,(33954,1)))
(190530,(26646,(156556,1)))
(190530,(26646,(36780,1)))
(190530,(26646,(159646,1)))
(190530,(26646,(34140,1)))
(190530,(26646,(32301,1)))
(190530,(26646,(4218,1)))
(190530,(26646,(10190,1)))
(190530,(26646,(118958,1)))
(190530,(26646,(34487,1)))
(190530,(26646,(81242,1)))
(190530,(26646,(161015,1)))
(190530,(26646,(2894,1)))
(190530,(26646,(30503,1)))
(190530,(26646,(153297,1)))
(190530,(26646,(32649,1)))
(190530,(26646,(67444,1)))
(190530,(26646,(33858,1)))
(190530,(26646,(123069,1)))
(190530,(26646,(84576,1)))
(190530,(26646,(77292,1)))
(190530,(26646,(22126,1)))
(190530,(26646,(84561,1)))
(190530,(26646,(122762,1)))
(190530,(26646,(82939,1)))
(190530,(26646,(1502,1)))
(190530,(26646,(25537,1)))
(190530,(26646,(69559,1)))
(190530,(26646,(141948,1)))
(190530,(26646,(4323,1)))
(190530,(26646,(48263,1)))
(190530,(26646,(70565,1)))
(190530,(26646,(8557,1)))
(190530,(26646,(37885,1)))
(190530,(26646,(109741,1)))
(190530,(26646,(11053,1)))
(190530,(26646,(90338,1)))
(190530,(26646,(117764,1)))
(190530,(26646,(27385,1)))
(190530,(26646,(109742,1)))
(190530,(26646,(163361,1)))
(190530,(26646,(1768,1)))
(190530,(26646,(161554,1)))
(190530,(26646,(59399,1)))
(190530,(26646,(34490,1)))
(190530,(26646,(116265,1)))
(190530,(26646,(24270,1)))
(190530,(26646,(776,1)))
(190530,(26646,(50074,1)))
(190530,(26646,(26964,1)))
(190530,(26646,(36069,1)))
(190530,(26646,(91283,1)))
(190530,(26646,(44439,1)))
(190530,(26646,(1120,1)))
(190530,(26646,(72806,1)))
(190530,(26646,(32364,1)))
(190530,(26646,(116702,1)))
(190530,(26646,(147,1)))
(190530,(26646,(31240,1)))
(190530,(26646,(6791,1)))
(190530,(26646,(35314,1)))
(190530,(26646,(126563,1)))
(190530,(26646,(25300,1)))
(190530,(26646,(11393,1)))
(190530,(26646,(22134,1)))
(190530,(26646,(66038,1)))
(190530,(26646,(6919,1)))
(190530,(26646,(33233,1)))
(190530,(26646,(7008,1)))
(190530,(26646,(56021,1)))
(190530,(26646,(19061,1)))
(190530,(26646,(116461,1)))
(190530,(26646,(118361,1)))
(190530,(26646,(5661,1)))
(190530,(26646,(2869,1)))
(190530,(26646,(8225,1)))
(190530,(26646,(3451,1)))
(190530,(26646,(26581,1)))
(190530,(26646,(29544,1)))
(190530,(26646,(127941,1)))
(190530,(26646,(92521,1)))
(190530,(26646,(5286,1)))
(190530,(26646,(2734,1)))
(190530,(26646,(105430,1)))
(190530,(26646,(3030,1)))
(190530,(26646,(30565,1)))
(190530,(26646,(67049,1)))
(190530,(26646,(64903,1)))
(190530,(26646,(3170,1)))
(190530,(26646,(2741,1)))
(190530,(26646,(42956,1)))
(190530,(26646,(123022,1)))
(190530,(26646,(120023,1)))
(190530,(26646,(11119,1)))
(190530,(26646,(3758,1)))
(190530,(26646,(37474,1)))
(190530,(26646,(3475,1)))
(190530,(26646,(386,1)))
(190530,(26646,(127707,1)))
(190530,(26646,(32542,1)))
(190530,(26646,(102093,1)))
(190530,(26646,(29543,1)))
(190530,(26646,(20336,1)))
(190530,(26646,(3270,1)))
(190530,(26646,(496,1)))
(190530,(26646,(89,1)))
(190530,(26646,(184363,1)))
(190530,(26646,(18133,1)))
(190530,(26646,(109117,1)))
(190530,(26646,(6087,1)))
(190530,(26646,(102504,1)))
(190530,(26646,(161570,1)))
(190530,(26646,(69503,1)))
(190530,(26646,(1496,1)))
(190530,(26646,(32979,1)))
(190530,(26646,(12033,1)))
(190530,(26646,(24366,1)))
(190530,(26646,(3018,1)))
(190530,(26646,(155049,1)))
(190530,(26646,(137899,1)))
(190530,(26646,(89119,1)))
(190530,(26646,(71545,1)))
(190530,(26646,(1889,1)))
(190530,(26646,(10155,1)))
(190530,(26646,(38994,1)))
(190530,(26646,(64846,1)))
(190530,(26646,(123703,1)))
(190530,(26646,(145535,1)))
(190530,(26646,(26392,1)))
(190530,(26646,(92578,1)))
(190530,(26646,(49523,1)))
(190530,(26646,(86535,1)))
(190530,(26646,(34006,1)))
(190530,(26646,(154274,1)))
(190530,(26646,(33321,1)))
(190530,(26646,(11218,1)))
(190530,(26646,(156895,1)))
(190530,(26646,(68835,1)))
(190530,(26646,(7673,1)))
(190530,(553774,(190530,2)))
(190530,(553774,(5358,1)))
(190530,(368806,(18945,3)))
(190530,(368806,(44986,2)))
(190530,(368806,(44985,1)))
(190530,(368806,(17473,1)))
(190530,(368806,(190530,1)))
(190530,(368806,(119942,1)))
(190530,(785453,(7624,2)))
(190530,(785453,(8923,2)))
(190530,(785453,(76148,2)))
(190530,(785453,(24308,2)))
(190530,(785453,(58671,1)))
(190530,(785453,(111147,1)))
(190530,(785453,(34370,1)))
(190530,(785453,(125846,1)))
(190530,(785453,(190530,1)))
(190530,(785453,(12720,1)))
(190530,(785453,(191922,1)))
(190530,(785453,(156951,1)))
(190530,(785453,(31903,1)))
(190530,(785453,(19000,1)))
(190530,(785453,(583,1)))
(190530,(785453,(31030,1)))
(190530,(785453,(3311,1)))
(190530,(24767,(128668,28)))
(190530,(24767,(32413,9)))
(190530,(24767,(11067,8)))
(190530,(24767,(119692,8)))
(190530,(24767,(34298,7)))
(190530,(24767,(2914,7)))
(190530,(24767,(141,7)))
(190530,(24767,(123827,6)))
(190530,(24767,(15505,6)))
(190530,(24767,(3087,6)))
(190530,(24767,(41596,6)))
(190530,(24767,(5515,6)))
(190530,(24767,(10249,6)))
(190530,(24767,(24715,6)))
(190530,(24767,(11147,6)))
(190530,(24767,(24031,5)))
(190530,(24767,(123022,5)))
(190530,(24767,(34032,5)))
(190530,(24767,(3143,5)))
(190530,(24767,(32186,4)))
(190530,(24767,(35950,4)))
(190530,(24767,(48733,4)))
(190530,(24767,(34171,4)))
(190530,(24767,(39007,4)))
(190530,(24767,(12720,4)))
(190530,(24767,(8737,4)))
(190530,(24767,(33292,4)))
(190530,(24767,(120980,4)))
(190530,(24767,(3668,4)))
(190530,(24767,(3596,4)))
(190530,(24767,(2962,4)))
(190530,(24767,(2858,4)))
(190530,(24767,(6179,4)))
(190530,(24767,(3100,4)))
(190530,(24767,(34301,3)))
(190530,(24767,(39672,3)))
(190530,(24767,(12777,3)))
(190530,(24767,(52709,3)))
(190530,(24767,(6571,3)))
(190530,(24767,(33973,3)))
(190530,(24767,(156891,3)))
(190530,(24767,(27793,3)))
(190530,(24767,(174,3)))
(190530,(24767,(11452,3)))
(190530,(24767,(5187,3)))
(190530,(24767,(1536,3)))
(190530,(24767,(15715,3)))
(190530,(24767,(2645,3)))
(190530,(24767,(2591,3)))
(190530,(24767,(109725,3)))
(190530,(24767,(104000,3)))
(190530,(24767,(28044,3)))
(190530,(24767,(14452,3)))
(190530,(24767,(25401,3)))
(190530,(24767,(4833,3)))
(190530,(24767,(35141,3)))
(190530,(24767,(151334,3)))
(190530,(24767,(24623,3)))
(190530,(24767,(102964,3)))
(190530,(24767,(83656,3)))
(190530,(24767,(137427,3)))
(190530,(24767,(62533,3)))
(190530,(24767,(117814,3)))
(190530,(24767,(110149,3)))
(190530,(24767,(15211,3)))
(190530,(24767,(19196,3)))
(190530,(24767,(32495,3)))
(190530,(24767,(52489,3)))
(190530,(24767,(32699,2)))
(190530,(24767,(51894,2)))
(190530,(24767,(34004,2)))
(190530,(24767,(5895,2)))
(190530,(24767,(546,2)))
(190530,(24767,(109367,2)))
(190530,(24767,(4797,2)))
(190530,(24767,(126596,2)))
(190530,(24767,(29571,2)))
(190530,(24767,(6326,2)))
(190530,(24767,(19537,2)))
(190530,(24767,(43689,2)))
(190530,(24767,(125620,2)))
(190530,(24767,(28494,2)))
(190530,(24767,(119697,2)))
(190530,(24767,(2171,2)))
(190530,(24767,(60002,2)))
(190530,(24767,(19183,2)))
(190530,(24767,(33638,2)))
(190530,(24767,(2850,2)))
(190530,(24767,(1759,2)))
(190530,(24767,(111771,2)))
(190530,(24767,(6919,2)))
(190530,(24767,(32319,2)))
(190530,(24767,(34305,2)))
(190530,(24767,(27251,2)))
(190530,(24767,(2468,2)))
(190530,(24767,(109557,2)))
(190530,(24767,(4896,2)))
(190530,(24767,(5017,2)))
(190530,(24767,(15076,2)))
(190530,(24767,(127288,2)))
(190530,(24767,(16720,2)))
(190530,(24767,(24752,2)))
(190530,(24767,(28181,2)))
(190530,(24767,(4598,2)))
(190530,(24767,(1366,2)))
(190530,(24767,(97376,2)))
(190530,(24767,(9214,2)))
(190530,(24767,(125366,2)))
(190530,(24767,(59610,2)))
(190530,(24767,(4517,2)))
(190530,(24767,(460,2)))
(190530,(24767,(71023,2)))
(190530,(24767,(33040,2)))
(190530,(24767,(70091,2)))
(190530,(24767,(10851,2)))
(190530,(24767,(33524,2)))
(190530,(24767,(1709,2)))
(190530,(24767,(408,2)))
(190530,(24767,(16682,2)))
(190530,(24767,(62770,2)))
(190530,(24767,(2629,2)))
(190530,(24767,(109324,2)))
(190530,(24767,(3759,2)))
(190530,(24767,(39493,2)))
(190530,(24767,(39132,2)))
(190530,(24767,(2734,2)))
(190530,(24767,(3441,2)))
(190530,(24767,(113956,2)))
(190530,(24767,(55602,2)))
(190530,(24767,(60006,2)))
(190530,(24767,(635,2)))
(190530,(24767,(312,2)))
(190530,(24767,(22497,2)))
(190530,(24767,(646,2)))
(190530,(24767,(15249,2)))
(190530,(24767,(2825,2)))
(190530,(24767,(73580,2)))
(190530,(24767,(34630,2)))
(190530,(24767,(125133,2)))
(190530,(24767,(12690,2)))
(190530,(24767,(4792,2)))
(190530,(24767,(55401,2)))
(190530,(24767,(5219,2)))
(190530,(24767,(4916,2)))
(190530,(24767,(27949,2)))
(190530,(24767,(93782,2)))
(190530,(24767,(129502,2)))
(190530,(24767,(2828,2)))
(190530,(24767,(47783,2)))
(190530,(24767,(32982,2)))
(190530,(24767,(22687,2)))
(190530,(24767,(32154,2)))
(190530,(24767,(32944,2)))
(190530,(24767,(142,2)))
(190530,(24767,(2633,2)))
(190530,(24767,(32834,2)))
(190530,(24767,(13501,2)))
(190530,(24767,(9808,2)))
(190530,(24767,(25865,2)))
(190530,(24767,(18115,2)))
(190530,(24767,(20318,2)))
(190530,(24767,(92580,2)))
(190530,(24767,(5094,2)))
(190530,(24767,(114146,2)))
(190530,(24767,(4536,2)))
(190530,(24767,(4594,2)))
(190530,(24767,(43737,2)))
(190530,(24767,(80730,2)))
(190530,(24767,(6296,2)))
(190530,(24767,(114562,2)))
(190530,(24767,(2227,2)))
(190530,(24767,(73426,2)))
(190530,(24767,(33598,2)))
(190530,(24767,(64636,2)))
(190530,(24767,(1660,2)))
(190530,(24767,(75949,2)))
(190530,(24767,(124692,2)))
(190530,(24767,(125467,2)))
(190530,(24767,(3563,2)))
(190530,(24767,(28793,2)))
(190530,(24767,(4560,2)))
(190530,(24767,(98295,2)))
(190530,(24767,(68725,2)))
(190530,(24767,(11351,2)))
(190530,(24767,(3296,2)))
(190530,(24767,(125667,2)))
(190530,(24767,(104541,2)))
(190530,(24767,(3253,2)))
(190530,(24767,(13902,2)))
(190530,(24767,(4130,2)))
(190530,(24767,(49523,2)))
(190530,(24767,(11143,2)))
(190530,(24767,(103995,2)))
(190530,(24767,(65357,2)))
(190530,(24767,(2875,2)))
(190530,(24767,(3574,2)))
(190530,(24767,(93558,2)))
(190530,(24767,(148,2)))
(190530,(24767,(33630,2)))
(190530,(24767,(34546,2)))
(190530,(24767,(117856,2)))
(190530,(24767,(118008,2)))
(190530,(24767,(26528,2)))
(190530,(24767,(32286,2)))
(190530,(24767,(16182,2)))
(190530,(24767,(6756,2)))
(190530,(24767,(32390,2)))
(190530,(24767,(13654,2)))
(190530,(24767,(34107,2)))
(190530,(24767,(66038,2)))
(190530,(24767,(32320,2)))
(190530,(24767,(95021,2)))
(190530,(24767,(27642,2)))
(190530,(24767,(282,2)))
(190530,(24767,(19464,2)))
(190530,(24767,(5244,2)))
(190530,(24767,(29372,2)))
(190530,(24767,(113087,2)))
(190530,(24767,(425,2)))
(190530,(24767,(116726,2)))
(190530,(24767,(55384,2)))
(190530,(24767,(154123,2)))
(190530,(24767,(3267,2)))
(190530,(24767,(874,2)))
(190530,(24767,(9867,2)))
(190530,(24767,(102049,2)))
(190530,(24767,(4930,1)))
(190530,(24767,(66788,1)))
(190530,(24767,(67670,1)))
(190530,(24767,(91814,1)))
(190530,(24767,(23265,1)))
(190530,(24767,(125589,1)))
(190530,(24767,(5243,1)))
(190530,(24767,(16580,1)))
(190530,(24767,(161075,1)))
(190530,(24767,(156556,1)))
(190530,(24767,(193016,1)))
(190530,(24767,(11799,1)))
(190530,(24767,(37470,1)))
(190530,(24767,(9387,1)))
(190530,(24767,(39379,1)))
(190530,(24767,(180646,1)))
(190530,(24767,(112185,1)))
(190530,(24767,(732,1)))
(190530,(24767,(136,1)))
(190530,(24767,(36649,1)))
(190530,(24767,(121307,1)))
(190530,(24767,(127066,1)))
(190530,(24767,(3155,1)))
(190530,(24767,(34490,1)))
(190530,(24767,(156813,1)))
(190530,(24767,(68434,1)))
(190530,(24767,(11809,1)))
(190530,(24767,(30656,1)))
(190530,(24767,(2940,1)))
(190530,(24767,(28200,1)))
(190530,(24767,(10441,1)))
(190530,(24767,(34651,1)))
(190530,(24767,(151229,1)))
(190530,(24767,(114057,1)))
(190530,(24767,(127390,1)))
(190530,(24767,(190530,1)))
(190530,(24767,(128760,1)))
(190530,(24767,(32744,1)))
(190530,(24767,(3236,1)))
(190530,(24767,(115958,1)))
(190530,(24767,(50405,1)))
(190530,(24767,(59210,1)))
(190530,(24767,(73476,1)))
(190530,(24767,(32976,1)))
(190530,(24767,(90504,1)))
(190530,(24767,(86272,1)))
(190530,(24767,(24734,1)))
(190530,(24767,(12200,1)))
(190530,(24767,(146199,1)))
(190530,(24767,(33644,1)))
(190530,(24767,(134607,1)))
(190530,(24767,(2741,1)))
(190530,(24767,(119875,1)))
(190530,(24767,(1686,1)))
(190530,(24767,(28819,1)))
(190530,(24767,(51615,1)))
(190530,(24767,(13541,1)))
(190530,(24767,(4057,1)))
(190530,(24767,(101270,1)))
(190530,(24767,(159170,1)))
(190530,(24767,(8980,1)))
(190530,(24767,(91,1)))
(190530,(24767,(7516,1)))
(190530,(24767,(114133,1)))
(190530,(24767,(89163,1)))
(190530,(24767,(63066,1)))
(190530,(24767,(30907,1)))
(190530,(24767,(41418,1)))
(190530,(24767,(33034,1)))
(190530,(24767,(26245,1)))
(190530,(24767,(10385,1)))
(190530,(24767,(60870,1)))
(190530,(24767,(38569,1)))
(190530,(24767,(268,1)))
(190530,(24767,(119839,1)))
(190530,(24767,(27824,1)))
(190530,(24767,(114324,1)))
(190530,(24767,(138078,1)))
(190530,(24767,(24080,1)))
(190530,(24767,(8661,1)))
(190530,(24767,(281,1)))
(190530,(24767,(108411,1)))
(190530,(24767,(59926,1)))
(190530,(24767,(347,1)))
(190530,(24767,(76035,1)))
(190530,(24767,(2960,1)))
(190530,(24767,(29011,1)))
(190530,(24767,(27036,1)))
(190530,(24767,(15546,1)))
(190530,(24767,(2361,1)))
(190530,(24767,(137577,1)))
(190530,(24767,(32342,1)))
(190530,(24767,(117926,1)))
(190530,(24767,(2813,1)))
(190530,(24767,(32350,1)))
(190530,(24767,(49476,1)))
(190530,(24767,(34220,1)))
(190530,(24767,(88905,1)))
(190530,(24767,(20166,1)))
(190530,(24767,(3800,1)))
(190530,(24767,(41895,1)))
(190530,(24767,(39142,1)))
(190530,(24767,(11282,1)))
(190530,(24767,(11241,1)))
(190530,(24767,(22631,1)))
(190530,(24767,(51907,1)))
(190530,(24767,(82460,1)))
(190530,(24767,(78990,1)))
(190530,(24767,(76547,1)))
(190530,(24767,(124433,1)))
(190530,(24767,(33114,1)))
(190530,(24767,(2989,1)))
(190530,(24767,(67565,1)))
(190530,(24767,(10858,1)))
(190530,(24767,(118005,1)))
(190530,(24767,(127083,1)))
(190530,(24767,(159536,1)))
(190530,(24767,(32774,1)))
(190530,(24767,(2441,1)))
(190530,(24767,(26009,1)))
(190530,(24767,(70745,1)))
(190530,(24767,(3074,1)))
(190530,(24767,(32734,1)))
(190530,(24767,(31691,1)))
(190530,(24767,(22679,1)))
(190530,(24767,(2246,1)))
(190530,(24767,(21702,1)))
(190530,(24767,(6827,1)))
(190530,(24767,(70524,1)))
(190530,(24767,(14382,1)))
(190530,(24767,(11628,1)))
(190530,(24767,(52164,1)))
(190530,(24767,(8313,1)))
(190530,(24767,(99587,1)))
(190530,(24767,(10831,1)))
(190530,(24767,(108123,1)))
(190530,(24767,(128004,1)))
(190530,(24767,(83078,1)))
(190530,(24767,(36364,1)))
(190530,(24767,(33790,1)))
(190530,(24767,(81242,1)))
(190530,(24767,(48465,1)))
(190530,(24767,(41581,1)))
(190530,(24767,(14439,1)))
(190530,(24767,(11166,1)))
(190530,(24767,(69190,1)))
(190530,(24767,(36747,1)))
(190530,(24767,(28390,1)))
(190530,(24767,(36000,1)))
(190530,(24767,(92492,1)))
(190530,(24767,(78799,1)))
(190530,(24767,(2612,1)))
(190530,(24767,(132743,1)))
(190530,(24767,(25409,1)))
(190530,(24767,(24784,1)))
(190530,(24767,(103994,1)))
(190530,(24767,(23990,1)))
(190530,(24767,(34640,1)))
(190530,(24767,(120432,1)))
(190530,(24767,(104101,1)))
(190530,(24767,(124474,1)))
(190530,(24767,(71580,1)))
(190530,(24767,(28816,1)))
(190530,(24767,(110993,1)))
(190530,(24767,(148374,1)))
(190530,(24767,(25418,1)))
(190530,(24767,(161518,1)))
(190530,(24767,(71161,1)))
(190530,(24767,(33402,1)))
(190530,(24767,(33494,1)))
(190530,(24767,(31082,1)))
(190530,(24767,(18898,1)))
(190530,(24767,(19936,1)))
(190530,(24767,(2537,1)))
(190530,(24767,(20141,1)))
(190530,(24767,(67957,1)))
(190530,(24767,(35075,1)))
(190530,(24767,(158761,1)))
(190530,(24767,(3458,1)))
(190530,(24767,(104100,1)))
(190530,(24767,(29831,1)))
(190530,(24767,(29221,1)))
(190530,(24767,(62916,1)))
(190530,(24767,(1800,1)))
(190530,(24767,(27480,1)))
(190530,(24767,(39510,1)))
(190530,(24767,(6322,1)))
(190530,(24767,(107005,1)))
(190530,(24767,(38994,1)))
(190530,(24767,(69314,1)))
(190530,(24767,(32558,1)))
(190530,(24767,(16887,1)))
(190530,(24767,(6319,1)))
(190530,(24767,(126871,1)))
(190530,(24767,(186459,1)))
(190530,(24767,(125139,1)))
(190530,(24767,(2747,1)))
(190530,(24767,(34144,1)))
(190530,(24767,(156557,1)))
(190530,(24767,(143581,1)))
(190530,(24767,(108486,1)))
(190530,(24767,(14814,1)))
(190530,(24767,(188720,1)))
(190530,(24767,(6563,1)))
(190530,(24767,(2605,1)))
(190530,(24767,(29246,1)))
(190530,(24767,(83942,1)))
(190530,(24767,(42,1)))
(190530,(24767,(184477,1)))
(190530,(24767,(1515,1)))
(190530,(24767,(76148,1)))
(190530,(24767,(25465,1)))
(190530,(24767,(19154,1)))
(190530,(24767,(28435,1)))
(190530,(24767,(755,1)))
(190530,(24767,(2532,1)))
(190530,(24767,(64962,1)))
(190530,(24767,(68667,1)))
(190530,(24767,(81322,1)))
(190530,(24767,(34369,1)))
(190530,(24767,(3195,1)))
(190530,(24767,(34062,1)))
(190530,(24767,(2927,1)))
(190530,(24767,(51233,1)))
(190530,(24767,(143051,1)))
(190530,(24767,(26959,1)))
(190530,(24767,(72878,1)))
(190530,(24767,(32730,1)))
(190530,(24767,(32597,1)))
(190530,(24767,(75635,1)))
(190530,(24767,(36004,1)))
(190530,(24767,(136347,1)))
(190530,(24767,(66974,1)))
(190530,(24767,(2660,1)))
(190530,(24767,(106522,1)))
(190530,(24767,(73584,1)))
(190530,(24767,(2626,1)))
(190530,(24767,(104003,1)))
(190530,(24767,(20955,1)))
(190530,(24767,(8048,1)))
(190530,(24767,(120920,1)))
(190530,(24767,(2798,1)))
(190530,(24767,(3598,1)))
(190530,(24767,(48994,1)))
(190530,(24767,(81244,1)))
(190530,(24767,(341,1)))
(190530,(24767,(437,1)))
(190530,(24767,(58818,1)))
(190530,(24767,(33918,1)))
(190530,(24767,(30030,1)))
(190530,(24767,(48013,1)))
(190530,(24767,(184476,1)))
(190530,(24767,(158553,1)))
(190530,(24767,(28465,1)))
(190530,(24767,(29322,1)))
(190530,(24767,(42935,1)))
(190530,(24767,(11771,1)))
(190530,(24767,(8822,1)))
(190530,(24767,(115,1)))
(190530,(24767,(65310,1)))
(190530,(24767,(117764,1)))
(190530,(24767,(11875,1)))
(190530,(24767,(27418,1)))
