soru 3 - random userların checkin yaptıkları yerde checkin yapan userların büyükten küçüğe sıralanmış hali 

UserId,locId,EnÇokGidenUserID,Count(Kaç kez gittiği)
(190578,(84477,(87708,1)))
(190578,(84477,(10090,1)))
(190578,(84477,(56636,1)))
(190578,(84477,(106144,1)))
(190578,(84477,(56716,1)))
(190578,(84477,(10122,1)))
(190578,(84477,(47751,1)))
(190578,(84477,(49141,1)))
(190578,(84477,(15736,1)))
(190578,(84477,(117447,1)))
(190578,(84477,(117186,1)))
(190578,(84477,(187467,1)))
(190578,(84477,(175,1)))
(190578,(84477,(176353,1)))
(190578,(84477,(42746,1)))
(190578,(84477,(163985,1)))
(190578,(84477,(10946,1)))
(190578,(84477,(132321,1)))
(190578,(84477,(147282,1)))
(190578,(84477,(21796,1)))
(190578,(84477,(89850,1)))
(190578,(84477,(41572,1)))
(190578,(84477,(117448,1)))
(190578,(84477,(133908,1)))
(190578,(84477,(56585,1)))
(190578,(84477,(181183,1)))
(190578,(84477,(19496,1)))
(190578,(84477,(39452,1)))
(190578,(84477,(58430,1)))
(190578,(84477,(86689,1)))
(190578,(84477,(17510,1)))
(190578,(84477,(10908,1)))
(190578,(84477,(64336,1)))
(190578,(84477,(117066,1)))
(190578,(84477,(117500,1)))
(190578,(84477,(101708,1)))
(190578,(84477,(63010,1)))
(190578,(84477,(105321,1)))
(190578,(84477,(125307,1)))
(190578,(84477,(135216,1)))
(190578,(84477,(40548,1)))
(190578,(84477,(56711,1)))
(190578,(84477,(19074,1)))
(190578,(84477,(19148,1)))
(190578,(84477,(126333,1)))
(190578,(84477,(117118,1)))
(190578,(84477,(172759,1)))
(190578,(84477,(70764,1)))
(190578,(84477,(104643,1)))
(190578,(84477,(146958,1)))
(190578,(84477,(137203,1)))
(190578,(84477,(54972,1)))
(190578,(84477,(87387,1)))
(190578,(84477,(25028,1)))
(190578,(84477,(103061,1)))
(190578,(84477,(141299,1)))
(190578,(84477,(107874,1)))
(190578,(84477,(135477,1)))
(190578,(84477,(117234,1)))
(190578,(84477,(1722,1)))
(190578,(84477,(190578,1)))
(190578,(84477,(132407,1)))
(190578,(84477,(172056,1)))
(190578,(84477,(103765,1)))
(190578,(84477,(4796,1)))
(190578,(84477,(113227,1)))
(190578,(84477,(112795,1)))
(190578,(84477,(136710,1)))
(190578,(84477,(132561,1)))
(190578,(84477,(25091,1)))
(190563,(858807,(173082,1)))
(190563,(858807,(190563,1)))
(190526,(1543663,(190526,1)))
(190574,(4677530,(163571,7)))
(190574,(4677530,(190574,7)))
(190581,(82794,(39729,5)))
(190581,(82794,(10928,3)))
(190581,(82794,(111011,2)))
(190581,(82794,(97012,2)))
(190581,(82794,(16464,2)))
(190581,(82794,(2398,2)))
(190581,(82794,(39745,2)))
(190581,(82794,(103642,1)))
(190581,(82794,(10908,1)))
(190581,(82794,(138452,1)))
(190581,(82794,(117220,1)))
(190581,(82794,(1400,1)))
(190581,(82794,(102072,1)))
(190581,(82794,(10971,1)))
(190581,(82794,(117317,1)))
(190581,(82794,(23307,1)))
(190581,(82794,(132133,1)))
(190581,(82794,(25050,1)))
(190581,(82794,(175,1)))
(190581,(82794,(939,1)))
(190581,(82794,(63013,1)))
(190581,(82794,(164586,1)))
(190581,(82794,(56702,1)))
(190581,(82794,(42699,1)))
(190581,(82794,(133975,1)))
(190581,(82794,(15853,1)))
(190581,(82794,(162069,1)))
(190581,(82794,(175787,1)))
(190581,(82794,(170806,1)))
(190581,(82794,(39561,1)))
(190581,(82794,(10872,1)))
(190581,(82794,(18366,1)))
(190581,(82794,(53206,1)))
(190581,(82794,(19074,1)))
(190581,(82794,(110523,1)))
(190581,(82794,(190581,1)))
(190581,(82794,(146877,1)))
(190577,(472377,(100716,3)))
(190577,(472377,(16463,1)))
(190577,(472377,(10002,1)))
(190577,(472377,(190577,1)))
(190577,(472377,(135430,1)))
(190577,(472377,(163577,1)))
(190539,(1320745,(140285,15)))
(190539,(1320745,(139920,1)))
(190539,(1320745,(109625,1)))
(190539,(1320745,(166110,1)))
(190539,(1320745,(190539,1)))
(190539,(1320745,(192734,1)))
(190539,(1320745,(15787,1)))
(190540,(1404223,(190540,2)))
(190526,(72267,(1674,3)))
(190526,(72267,(119198,2)))
(190526,(72267,(4902,2)))
(190526,(72267,(33004,2)))
(190526,(72267,(110227,1)))
(190526,(72267,(5064,1)))
(190526,(72267,(156035,1)))
(190526,(72267,(126613,1)))
(190526,(72267,(19904,1)))
(190526,(72267,(2960,1)))
(190526,(72267,(24951,1)))
(190526,(72267,(63352,1)))
(190526,(72267,(65946,1)))
(190526,(72267,(27720,1)))
(190526,(72267,(5244,1)))
(190526,(72267,(127707,1)))
(190526,(72267,(124842,1)))
(190526,(72267,(27376,1)))
(190526,(72267,(5332,1)))
(190526,(72267,(32303,1)))
(190526,(72267,(39166,1)))
(190526,(72267,(76252,1)))
(190526,(72267,(190526,1)))
(190526,(72267,(22975,1)))
(190526,(72267,(71192,1)))
(190526,(72267,(158642,1)))
(190526,(72267,(7602,1)))
(190526,(72267,(26267,1)))
(190526,(72267,(718,1)))
(190526,(72267,(81496,1)))
(190526,(72267,(39399,1)))
(190526,(72267,(34602,1)))
(190526,(72267,(3400,1)))
(190526,(72267,(2748,1)))
(190583,(4578413,(190583,1)))
(190530,(785235,(111147,5)))
(190530,(785235,(24308,4)))
(190530,(785235,(40489,2)))
(190530,(785235,(34370,2)))
(190530,(785235,(76148,2)))
(190530,(785235,(108940,2)))
(190530,(785235,(8923,2)))
(190530,(785235,(1638,1)))
(190530,(785235,(24298,1)))
(190530,(785235,(67670,1)))
(190530,(785235,(82196,1)))
(190530,(785235,(96668,1)))
(190530,(785235,(49480,1)))
(190530,(785235,(40487,1)))
(190530,(785235,(63544,1)))
(190530,(785235,(59211,1)))
(190530,(785235,(12666,1)))
(190530,(785235,(2914,1)))
(190530,(785235,(34301,1)))
(190530,(785235,(57894,1)))
(190530,(785235,(172538,1)))
(190530,(785235,(32477,1)))
(190530,(785235,(11658,1)))
(190530,(785235,(9633,1)))
(190530,(785235,(1479,1)))
(190530,(785235,(19000,1)))
(190530,(785235,(12720,1)))
(190530,(785235,(643,1)))
(190530,(785235,(71116,1)))
(190530,(785235,(190530,1)))
(190530,(785235,(10331,1)))
(190530,(686862,(119942,2)))
(190530,(686862,(190530,1)))
(190574,(81405,(176842,12)))
(190574,(81405,(39556,3)))
(190574,(81405,(39577,3)))
(190574,(81405,(147191,3)))
(190574,(81405,(63015,3)))
(190574,(81405,(33641,3)))
(190574,(81405,(108728,3)))
(190574,(81405,(89492,2)))
(190574,(81405,(191821,2)))
(190574,(81405,(28203,2)))
(190574,(81405,(16436,2)))
(190574,(81405,(10904,2)))
(190574,(81405,(181183,2)))
(190574,(81405,(167722,2)))
(190574,(81405,(99274,2)))
(190574,(81405,(165698,2)))
(190574,(81405,(102440,1)))
(190574,(81405,(89477,1)))
(190574,(81405,(21393,1)))
(190574,(81405,(14371,1)))
(190574,(81405,(165808,1)))
(190574,(81405,(117374,1)))
(190574,(81405,(131584,1)))
(190574,(81405,(153087,1)))
(190574,(81405,(17852,1)))
(190574,(81405,(182974,1)))
(190574,(81405,(107755,1)))
(190574,(81405,(130675,1)))
(190574,(81405,(39628,1)))
(190574,(81405,(49920,1)))
(190574,(81405,(117305,1)))
(190574,(81405,(39452,1)))
(190574,(81405,(183719,1)))
(190574,(81405,(190574,1)))
(190574,(81405,(168114,1)))
(190574,(81405,(49824,1)))
(190574,(81405,(99534,1)))
(190574,(81405,(147216,1)))
(190574,(81405,(119512,1)))
(190574,(81405,(163571,1)))
(190574,(81405,(39610,1)))
(190574,(81405,(34924,1)))
(190574,(81405,(103957,1)))
(190530,(26646,(6425,17)))
(190530,(26646,(179156,13)))
(190530,(26646,(2704,11)))
(190530,(26646,(71895,10)))
(190530,(26646,(10762,9)))
(190530,(26646,(89156,9)))
(190530,(26646,(32557,9)))
(190530,(26646,(114592,7)))
(190530,(26646,(31867,6)))
(190530,(26646,(178149,6)))
(190530,(26646,(190,6)))
(190530,(26646,(3914,6)))
(190530,(26646,(90734,6)))
(190530,(26646,(78023,6)))
(190530,(26646,(189,6)))
(190530,(26646,(341,5)))
(190530,(26646,(17203,5)))
(190530,(26646,(138264,5)))
(190530,(26646,(4893,5)))
(190530,(26646,(117729,5)))
(190530,(26646,(172,5)))
(190530,(26646,(10445,5)))
(190530,(26646,(1008,5)))
(190530,(26646,(32460,4)))
(190530,(26646,(34211,4)))
(190530,(26646,(15983,4)))
(190530,(26646,(3469,4)))
(190530,(26646,(149864,4)))
(190530,(26646,(11215,4)))
(190530,(26646,(112087,4)))
(190530,(26646,(52606,4)))
(190530,(26646,(153202,4)))
(190530,(26646,(125073,3)))
(190530,(26646,(19566,3)))
(190530,(26646,(26483,3)))
(190530,(26646,(14725,3)))
(190530,(26646,(27804,3)))
(190530,(26646,(121012,3)))
(190530,(26646,(3598,3)))
(190530,(26646,(12777,3)))
(190530,(26646,(93337,3)))
(190530,(26646,(16530,3)))
(190530,(26646,(11423,3)))
(190530,(26646,(125458,3)))
(190530,(26646,(2035,3)))
(190530,(26646,(33319,3)))
(190530,(26646,(193936,3)))
(190530,(26646,(123803,3)))
(190530,(26646,(19524,3)))
(190530,(26646,(19164,3)))
(190530,(26646,(44791,2)))
(190530,(26646,(125,2)))
(190530,(26646,(9677,2)))
(190530,(26646,(18501,2)))
(190530,(26646,(573,2)))
(190530,(26646,(33417,2)))
(190530,(26646,(79197,2)))
(190530,(26646,(12328,2)))
(190530,(26646,(29372,2)))
(190530,(26646,(83687,2)))
(190530,(26646,(2781,2)))
(190530,(26646,(48055,2)))
(190530,(26646,(11030,2)))
(190530,(26646,(3205,2)))
(190530,(26646,(75311,2)))
(190530,(26646,(6030,2)))
(190530,(26646,(33504,2)))
(190530,(26646,(129161,2)))
(190530,(26646,(19208,2)))
(190530,(26646,(90905,2)))
(190530,(26646,(114817,2)))
(190530,(26646,(38398,2)))
(190530,(26646,(32233,2)))
(190530,(26646,(24409,2)))
(190530,(26646,(86620,2)))
(190530,(26646,(32955,2)))
(190530,(26646,(18188,2)))
(190530,(26646,(33900,2)))
(190530,(26646,(115,2)))
(190530,(26646,(1711,2)))
(190530,(26646,(8626,2)))
(190530,(26646,(24776,2)))
(190530,(26646,(430,2)))
(190530,(26646,(84935,2)))
(190530,(26646,(32969,2)))
(190530,(26646,(21969,2)))
(190530,(26646,(3427,2)))
(190530,(26646,(34871,2)))
(190530,(26646,(4844,2)))
(190530,(26646,(129133,2)))
(190530,(26646,(63774,2)))
(190530,(26646,(190530,2)))
(190530,(26646,(39846,2)))
(190530,(26646,(5676,2)))
(190530,(26646,(28549,2)))
(190530,(26646,(12790,2)))
(190530,(26646,(61528,2)))
(190530,(26646,(146,2)))
(190530,(26646,(18341,2)))
(190530,(26646,(86619,2)))
(190530,(26646,(33320,2)))
(190530,(26646,(5246,2)))
(190530,(26646,(33887,2)))
(190530,(26646,(23031,2)))
(190530,(26646,(3608,2)))
(190530,(26646,(3542,2)))
(190530,(26646,(50449,2)))
(190530,(26646,(2468,2)))
(190530,(26646,(72804,2)))
(190530,(26646,(90920,2)))
(190530,(26646,(17160,2)))
(190530,(26646,(73336,2)))
(190530,(26646,(2515,2)))
(190530,(26646,(13902,2)))
(190530,(26646,(100432,2)))
(190530,(26646,(71234,2)))
(190530,(26646,(78752,2)))
(190530,(26646,(45189,2)))
(190530,(26646,(11360,2)))
(190530,(26646,(7309,2)))
(190530,(26646,(75166,2)))
(190530,(26646,(103191,2)))
(190530,(26646,(44459,2)))
(190530,(26646,(94352,2)))
(190530,(26646,(5714,2)))
(190530,(26646,(33141,2)))
(190530,(26646,(137639,2)))
(190530,(26646,(43585,2)))
(190530,(26646,(55548,2)))
(190530,(26646,(54954,2)))
(190530,(26646,(119006,2)))
(190530,(26646,(16756,2)))
(190530,(26646,(128227,2)))
(190530,(26646,(90220,2)))
(190530,(26646,(27421,2)))
(190530,(26646,(48246,2)))
(190530,(26646,(129224,1)))
(190530,(26646,(3234,1)))
(190530,(26646,(1234,1)))
(190530,(26646,(129141,1)))
(190530,(26646,(2576,1)))
(190530,(26646,(18077,1)))
(190530,(26646,(123478,1)))
(190530,(26646,(59983,1)))
(190530,(26646,(85756,1)))
(190530,(26646,(51292,1)))
(190530,(26646,(137105,1)))
(190530,(26646,(22739,1)))
(190530,(26646,(43237,1)))
(190530,(26646,(71585,1)))
(190530,(26646,(32154,1)))
(190530,(26646,(180720,1)))
(190530,(26646,(90936,1)))
(190530,(26646,(2856,1)))
(190530,(26646,(20496,1)))
(190530,(26646,(191857,1)))
(190530,(26646,(12932,1)))
(190530,(26646,(11107,1)))
(190530,(26646,(101130,1)))
(190530,(26646,(48245,1)))
(190530,(26646,(9867,1)))
(190530,(26646,(370,1)))
(190530,(26646,(41447,1)))
(190530,(26646,(32320,1)))
(190530,(26646,(137106,1)))
(190530,(26646,(4068,1)))
(190530,(26646,(31659,1)))
(190530,(26646,(11213,1)))
(190530,(26646,(73653,1)))
(190530,(26646,(527,1)))
(190530,(26646,(64768,1)))
(190530,(26646,(32931,1)))
(190530,(26646,(109637,1)))
(190530,(26646,(10859,1)))
(190530,(26646,(123030,1)))
(190530,(26646,(123915,1)))
(190530,(26646,(33954,1)))
(190530,(26646,(156556,1)))
(190530,(26646,(36780,1)))
(190530,(26646,(159646,1)))
(190530,(26646,(34140,1)))
(190530,(26646,(32301,1)))
(190530,(26646,(4218,1)))
(190530,(26646,(10190,1)))
(190530,(26646,(118958,1)))
(190530,(26646,(34487,1)))
(190530,(26646,(81242,1)))
(190530,(26646,(161015,1)))
(190530,(26646,(2894,1)))
(190530,(26646,(30503,1)))
(190530,(26646,(153297,1)))
(190530,(26646,(32649,1)))
(190530,(26646,(67444,1)))
(190530,(26646,(33858,1)))
(190530,(26646,(123069,1)))
(190530,(26646,(84576,1)))
(190530,(26646,(77292,1)))
(190530,(26646,(22126,1)))
(190530,(26646,(84561,1)))
(190530,(26646,(122762,1)))
(190530,(26646,(82939,1)))
(190530,(26646,(1502,1)))
(190530,(26646,(25537,1)))
(190530,(26646,(69559,1)))
(190530,(26646,(141948,1)))
(190530,(26646,(4323,1)))
(190530,(26646,(48263,1)))
(190530,(26646,(70565,1)))
(190530,(26646,(8557,1)))
(190530,(26646,(37885,1)))
(190530,(26646,(109741,1)))
(190530,(26646,(11053,1)))
(190530,(26646,(90338,1)))
(190530,(26646,(117764,1)))
(190530,(26646,(27385,1)))
(190530,(26646,(109742,1)))
(190530,(26646,(163361,1)))
(190530,(26646,(1768,1)))
(190530,(26646,(161554,1)))
(190530,(26646,(59399,1)))
(190530,(26646,(34490,1)))
(190530,(26646,(116265,1)))
(190530,(26646,(24270,1)))
(190530,(26646,(776,1)))
(190530,(26646,(50074,1)))
(190530,(26646,(26964,1)))
(190530,(26646,(36069,1)))
(190530,(26646,(91283,1)))
(190530,(26646,(44439,1)))
(190530,(26646,(1120,1)))
(190530,(26646,(72806,1)))
(190530,(26646,(32364,1)))
(190530,(26646,(116702,1)))
(190530,(26646,(147,1)))
(190530,(26646,(31240,1)))
(190530,(26646,(6791,1)))
(190530,(26646,(35314,1)))
(190530,(26646,(126563,1)))
(190530,(26646,(25300,1)))
(190530,(26646,(11393,1)))
(190530,(26646,(22134,1)))
(190530,(26646,(66038,1)))
(190530,(26646,(6919,1)))
(190530,(26646,(33233,1)))
(190530,(26646,(7008,1)))
(190530,(26646,(56021,1)))
(190530,(26646,(19061,1)))
(190530,(26646,(116461,1)))
(190530,(26646,(118361,1)))
(190530,(26646,(5661,1)))
(190530,(26646,(2869,1)))
(190530,(26646,(8225,1)))
(190530,(26646,(3451,1)))
(190530,(26646,(26581,1)))
(190530,(26646,(29544,1)))
(190530,(26646,(127941,1)))
(190530,(26646,(92521,1)))
(190530,(26646,(5286,1)))
(190530,(26646,(2734,1)))
(190530,(26646,(105430,1)))
(190530,(26646,(3030,1)))
(190530,(26646,(30565,1)))
(190530,(26646,(67049,1)))
(190530,(26646,(64903,1)))
(190530,(26646,(3170,1)))
(190530,(26646,(2741,1)))
(190530,(26646,(42956,1)))
(190530,(26646,(123022,1)))
(190530,(26646,(120023,1)))
(190530,(26646,(11119,1)))
(190530,(26646,(3758,1)))
(190530,(26646,(37474,1)))
(190530,(26646,(3475,1)))
(190530,(26646,(386,1)))
(190530,(26646,(127707,1)))
(190530,(26646,(32542,1)))
(190530,(26646,(102093,1)))
(190530,(26646,(29543,1)))
(190530,(26646,(20336,1)))
(190530,(26646,(3270,1)))
(190530,(26646,(496,1)))
(190530,(26646,(89,1)))
(190530,(26646,(184363,1)))
(190530,(26646,(18133,1)))
(190530,(26646,(109117,1)))
(190530,(26646,(6087,1)))
(190530,(26646,(102504,1)))
(190530,(26646,(161570,1)))
(190530,(26646,(69503,1)))
(190530,(26646,(1496,1)))
(190530,(26646,(32979,1)))
(190530,(26646,(12033,1)))
(190530,(26646,(24366,1)))
(190530,(26646,(3018,1)))
(190530,(26646,(155049,1)))
(190530,(26646,(137899,1)))
(190530,(26646,(89119,1)))
(190530,(26646,(71545,1)))
(190530,(26646,(1889,1)))
(190530,(26646,(10155,1)))
(190530,(26646,(38994,1)))
(190530,(26646,(64846,1)))
(190530,(26646,(123703,1)))
(190530,(26646,(145535,1)))
(190530,(26646,(26392,1)))
(190530,(26646,(92578,1)))
(190530,(26646,(49523,1)))
(190530,(26646,(86535,1)))
(190530,(26646,(34006,1)))
(190530,(26646,(154274,1)))
(190530,(26646,(33321,1)))
(190530,(26646,(11218,1)))
(190530,(26646,(156895,1)))
(190530,(26646,(68835,1)))
(190530,(26646,(7673,1)))
(190515,(1331356,(33491,1)))
(190515,(1331356,(190515,1)))
(190574,(1506523,(105329,5)))
(190574,(1506523,(190574,1)))
(190574,(1506523,(2398,1)))
(190526,(756969,(158638,1)))
(190526,(756969,(190526,1)))
(190534,(1402966,(44335,1)))
(190534,(1402966,(190534,1)))
(190576,(2523785,(190576,2)))
(190576,(2523785,(140562,1)))
(190526,(1592650,(190526,1)))
(190526,(122842,(26352,5)))
(190526,(122842,(85561,5)))
(190526,(122842,(145364,3)))
(190526,(122842,(159663,2)))
(190526,(122842,(157169,2)))
(190526,(122842,(30962,2)))
(190526,(122842,(27206,1)))
(190526,(122842,(115956,1)))
(190526,(122842,(34478,1)))
(190526,(122842,(53316,1)))
(190526,(122842,(22006,1)))
(190526,(122842,(22758,1)))
(190526,(122842,(67466,1)))
(190526,(122842,(112956,1)))
(190526,(122842,(17592,1)))
(190526,(122842,(112349,1)))
(190526,(122842,(190526,1)))
(190526,(122842,(7964,1)))
(190526,(122842,(124703,1)))
(190526,(122842,(4920,1)))
(190534,(4117998,(190534,5)))
(190540,(1227542,(190540,2)))
(190540,(1227542,(136108,1)))
(190530,(553774,(190530,2)))
(190530,(553774,(5358,1)))
(190526,(1541501,(190526,1)))
(190526,(1541501,(49397,1)))
(190582,(94888,(96233,13)))
(190582,(94888,(111069,3)))
(190582,(94888,(100515,3)))
(190582,(94888,(190582,2)))
(190582,(94888,(163388,1)))
(190582,(94888,(182783,1)))
(190526,(1503752,(190526,4)))
(190581,(252613,(62992,1)))
(190581,(252613,(190581,1)))
(190581,(252613,(111585,1)))
(190581,(252613,(111586,1)))
(190526,(12505,(2798,57)))
(190526,(12505,(1274,37)))
(190526,(12505,(4937,31)))
(190526,(12505,(31961,11)))
(190526,(12505,(11018,11)))
(190526,(12505,(22,11)))
(190526,(12505,(3229,10)))
(190526,(12505,(4435,9)))
(190526,(12505,(5384,9)))
(190526,(12505,(33799,9)))
(190526,(12505,(51899,9)))
(190526,(12505,(5862,9)))
(190526,(12505,(118386,9)))
(190526,(12505,(123803,8)))
(190526,(12505,(67466,8)))
(190526,(12505,(43399,8)))
(190526,(12505,(121453,8)))
(190526,(12505,(4920,7)))
(190526,(12505,(150007,7)))
(190526,(12505,(32164,7)))
(190526,(12505,(3529,7)))
(190526,(12505,(90484,7)))
(190526,(12505,(4664,6)))
(190526,(12505,(189786,6)))
(190526,(12505,(7334,6)))
(190526,(12505,(2964,6)))
(190526,(12505,(32801,6)))
(190526,(12505,(3625,6)))
(190526,(12505,(32485,6)))
(190526,(12505,(14970,5)))
(190526,(12505,(21176,5)))
(190526,(12505,(35743,5)))
(190526,(12505,(5364,5)))
(190526,(12505,(32119,5)))
(190526,(12505,(31990,5)))
(190526,(12505,(4977,5)))
(190526,(12505,(19755,5)))
(190526,(12505,(5808,5)))
(190526,(12505,(17521,5)))
(190526,(12505,(576,4)))
(190526,(12505,(24938,4)))
(190526,(12505,(8737,4)))
(190526,(12505,(1388,4)))
(190526,(12505,(3058,4)))
(190526,(12505,(4039,4)))
(190526,(12505,(31519,4)))
(190526,(12505,(914,4)))
(190526,(12505,(129077,4)))
(190526,(12505,(29019,4)))
(190526,(12505,(590,4)))
(190526,(12505,(7470,4)))
(190526,(12505,(3372,4)))
(190526,(12505,(1759,4)))
(190526,(12505,(104062,4)))
(190526,(12505,(122947,4)))
(190526,(12505,(22561,4)))
(190526,(12505,(9619,4)))
(190526,(12505,(34340,4)))
(190526,(12505,(8703,4)))
(190526,(12505,(3462,4)))
(190526,(12505,(49387,4)))
(190526,(12505,(4848,4)))
(190526,(12505,(34261,4)))
(190526,(12505,(31816,3)))
(190526,(12505,(34103,3)))
(190526,(12505,(138225,3)))
(190526,(12505,(39672,3)))
(190526,(12505,(527,3)))
(190526,(12505,(3145,3)))
(190526,(12505,(1768,3)))
(190526,(12505,(14800,3)))
(190526,(12505,(35601,3)))
(190526,(12505,(18303,3)))
(190526,(12505,(4363,3)))
(190526,(12505,(11673,3)))
(190526,(12505,(30587,3)))
(190526,(12505,(9794,3)))
(190526,(12505,(32218,3)))
(190526,(12505,(34293,3)))
(190526,(12505,(3697,3)))
(190526,(12505,(131973,3)))
(190526,(12505,(4929,3)))
(190526,(12505,(29316,3)))
(190526,(12505,(118387,3)))
(190526,(12505,(66557,3)))
(190526,(12505,(24062,3)))
(190526,(12505,(123754,3)))
(190526,(12505,(33913,3)))
(190526,(12505,(71193,3)))
(190526,(12505,(34193,3)))
(190526,(12505,(28875,3)))
(190526,(12505,(3140,3)))
(190526,(12505,(33478,3)))
(190526,(12505,(4944,3)))
(190526,(12505,(19696,3)))
(190526,(12505,(12788,3)))
(190526,(12505,(21261,3)))
(190526,(12505,(4405,3)))
(190526,(12505,(974,3)))
(190526,(12505,(29073,3)))
(190526,(12505,(4161,3)))
(190526,(12505,(33139,3)))
(190526,(12505,(931,3)))
(190526,(12505,(1104,3)))
(190526,(12505,(79197,3)))
(190526,(12505,(5333,3)))
(190526,(12505,(29002,3)))
(190526,(12505,(35658,3)))
(190526,(12505,(33796,3)))
(190526,(12505,(33213,3)))
(190526,(12505,(3100,3)))
(190526,(12505,(2927,3)))
(190526,(12505,(2940,3)))
(190526,(12505,(6146,3)))
(190526,(12505,(1940,3)))
(190526,(12505,(30514,3)))
(190526,(12505,(26317,3)))
(190526,(12505,(3165,3)))
(190526,(12505,(29197,3)))
(190526,(12505,(137792,3)))
(190526,(12505,(4646,3)))
(190526,(12505,(33273,2)))
(190526,(12505,(32463,2)))
(190526,(12505,(2629,2)))
(190526,(12505,(160201,2)))
(190526,(12505,(30326,2)))
(190526,(12505,(3480,2)))
(190526,(12505,(12876,2)))
(190526,(12505,(2633,2)))
(190526,(12505,(24712,2)))
(190526,(12505,(3200,2)))
(190526,(12505,(23150,2)))
(190526,(12505,(46732,2)))
(190526,(12505,(10368,2)))
(190526,(12505,(32576,2)))
(190526,(12505,(601,2)))
(190526,(12505,(12560,2)))
(190526,(12505,(13582,2)))
(190526,(12505,(12849,2)))
(190526,(12505,(2620,2)))
(190526,(12505,(3999,2)))
(190526,(12505,(118889,2)))
(190526,(12505,(85118,2)))
(190526,(12505,(142468,2)))
(190526,(12505,(74257,2)))
(190526,(12505,(4534,2)))
(190526,(12505,(33681,2)))
(190526,(12505,(12027,2)))
(190526,(12505,(6424,2)))
(190526,(12505,(27889,2)))
(190526,(12505,(10433,2)))
(190526,(12505,(32777,2)))
(190526,(12505,(21307,2)))
(190526,(12505,(3440,2)))
(190526,(12505,(33954,2)))
(190526,(12505,(60916,2)))
(190526,(12505,(28348,2)))
(190526,(12505,(104049,2)))
(190526,(12505,(12637,2)))
(190526,(12505,(168026,2)))
(190526,(12505,(131377,2)))
(190526,(12505,(2836,2)))
(190526,(12505,(4686,2)))
(190526,(12505,(10393,2)))
(190526,(12505,(31066,2)))
(190526,(12505,(24947,2)))
(190526,(12505,(32821,2)))
(190526,(12505,(3888,2)))
(190526,(12505,(27123,2)))
(190526,(12505,(3727,2)))
(190526,(12505,(2805,2)))
(190526,(12505,(151229,2)))
(190526,(12505,(26528,2)))
(190526,(12505,(49403,2)))
(190526,(12505,(4367,2)))
(190526,(12505,(28423,2)))
(190526,(12505,(4594,2)))
(190526,(12505,(35831,2)))
(190526,(12505,(533,2)))
(190526,(12505,(26865,2)))
(190526,(12505,(22126,2)))
(190526,(12505,(166659,2)))
(190526,(12505,(5243,2)))
(190526,(12505,(4850,2)))
(190526,(12505,(4616,2)))
(190526,(12505,(25328,2)))
(190526,(12505,(109500,2)))
(190526,(12505,(9867,2)))
(190526,(12505,(10388,2)))
(190526,(12505,(33040,2)))
(190526,(12505,(32121,2)))
(190526,(12505,(48686,2)))
(190526,(12505,(77924,2)))
(190526,(12505,(145767,2)))
(190526,(12505,(122703,2)))
